# time head_pan l_gripper_l_finger_joint l_gripper_r_finger_joint left_e0 left_e1 left_s0 left_s1 left_w0 left_w1 left_w2 r_gripper_l_finger_joint r_gripper_r_finger_joint right_e0 right_e1 right_s0 right_s1 right_w0 right_w1 right_w2
14891647730 1.22987220215 0.0208343048084 1.0362049974e-06 -1.39078837328 0.508234289583 -0.691490127048 -0.19051881659 -0.175293730596 0.0270757904289 -0.0220670642541 0.0208330149628 2.02192683243e-07 -0.0192973616214 0.495074975805 -0.621475678465 1.04700015467 -0.128285461006 0.0283327438809 0.0346793438428
14891647735 1.18419249624 0.020833137312 8.46083795867e-08 -1.3907886401 0.508234216934 -0.691490173656 -0.190518761468 -0.175294355576 0.0270753162726 -0.0220675928175 0.020833086458 4.29893092902e-08 -0.019296893402 0.495074728783 -0.621475605105 1.04700038154 -0.128305123958 0.0283323226384 0.0346829190825
14891647741 1.03008045035 0.0208331373121 8.46096556529e-08 -1.39078864009 0.508234217935 -0.691490172925 -0.190518761595 -0.175294355862 0.0270753149207 -0.0220675928984 0.0208333216686 1.6416324658e-07 -0.0192963285514 0.495074916773 -0.621475534069 1.04700038108 -0.128326062025 0.0283316703506 0.0346867626646
14891647746 0.938304548688 0.0208451770101 9.89779018933e-06 -1.39078805439 0.508234618029 -0.691490110647 -0.190519170095 -0.175295168549 0.0270744741485 -0.0220695288167 0.0208330362435 4.97777027547e-07 -0.0192957037333 0.495075170808 -0.621475505262 1.04700030568 -0.128343873288 0.0283311640416 0.0346899892101
14891647753 0.796524692098 0.0208451770227 9.89777977695e-06 -1.39078805443 0.508234617577 -0.691490111714 -0.190519170036 -0.175295168182 0.0270744737621 -0.0220695285658 0.0208335002241 1.30173118134e-07 -0.0192946672464 0.495075210884 -0.621475443462 1.0470003055 -0.128370511035 0.028330524708 0.034694865303
14891647758 0.74000541098 0.0208451770102 9.89779165142e-06 -1.39078805418 0.508234617751 -0.691490110833 -0.190519170089 -0.175295167952 0.0270744734853 -0.0220695283075 0.0208335001104 1.30184721132e-07 -0.0192940577088 0.495075235435 -0.621475371646 1.04700030545 -0.128387652894 0.0283302211136 0.0346979750736
14891647763 0.656398093938 0.0208331373124 8.461230455e-08 -1.39078864004 0.50823421693 -0.691490173653 -0.190518761487 -0.175294355304 0.0270753158434 -0.0220675925646 0.0208333215619 2.17951231849e-08 -0.0192933023044 0.495075062967 -0.62147531673 1.04700038106 -0.128406044202 0.0283299373402 0.0347013164248
14891647769 0.522179805399 0.0208343048075 1.03621169629e-06 -1.39078837342 0.508234290298 -0.691490126602 -0.190518816643 -0.175293730728 0.0270757906206 -0.0220670644411 0.0208330551965 5.2382770155e-08 -0.0192923479187 0.495075489667 -0.621475248371 1.04700015474 -0.12842828046 0.0283293187654 0.0347053749716
14891647774 0.398877231088 0.0208451770226 9.89778390377e-06 -1.39078805429 0.508234617425 -0.691490111215 -0.190519170089 -0.175295167768 0.0270744739917 -0.0220695282682 0.020833132694 3.382383974e-08 -0.0192916131201 0.495075189774 -0.621475163947 1.04700030537 -0.128446665532 0.0283291584293 0.0347087094966
14891647779 0.297100868852 0.0208343048087 1.03621396089e-06 -1.39078837354 0.508234290759 -0.691490125666 -0.190518816615 -0.175293731709 0.0270757902965 -0.0220670651944 0.0208332050352 1.03302179635e-07 -0.0192910083182 0.495075528807 -0.62147505894 1.04700015443 -0.128464430131 0.0283286733424 0.0347119608067
14891647784 0.149062510631 0.0208451770249 9.89779482488e-06 -1.39078805445 0.508234618091 -0.691490111079 -0.190519170124 -0.175295168577 0.0270744739245 -0.0220695289094 0.0208335068085 5.04486390324e-07 -0.0192900865246 0.495075116189 -0.621475011148 1.04700030557 -0.128484740033 0.0283287864443 0.0347156171594
14891647791 0.00232697656431 0.0208451770106 9.89780052788e-06 -1.39078805416 0.508234617507 -0.691490111248 -0.190519170144 -0.175295167631 0.0270744725062 -0.0220695280082 0.0208331344591 1.31953860702e-07 -0.019289075547 0.495075134876 -0.621474886632 1.04700030507 -0.128509470436 0.0283283539611 0.0347201215633
14891647796 -0.0359536537549 0.020834304809 1.03621813245e-06 -1.39078837335 0.508234290708 -0.691490125736 -0.190518816708 -0.175293730813 0.0270757907828 -0.0220670644191 0.0208332050107 5.14623707563e-08 -0.0192883851249 0.495075577544 -0.621474776363 1.04700015453 -0.12852911349 0.0283279450188 0.0347237113223
14891647801 -0.069580156098 0.0208451771629 9.89771828674e-06 -1.39078805276 0.508234621382 -0.691490111083 -0.190519171085 -0.175295169066 0.0270744693334 -0.0220695287543 0.0208333995931 2.58019860271e-08 -0.019287690154 0.495075733845 -0.621474697347 1.04700018099 -0.128547505429 0.028327724877 0.0347270560214
14891647806 -0.116412766719 0.0208343048256 1.03618518349e-06 -1.39078837288 0.508234290095 -0.691490127237 -0.190518816827 -0.175293731914 0.0270757906569 -0.022067064391 0.0208330432262 1.61199237885e-07 -0.0192870567095 0.495075378078 -0.621474611663 1.04700033923 -0.128565240292 0.0283278389152 0.0347302624985
14891647811 -0.164784156722 0.0208343048257 1.0361940404e-06 -1.39078837274 0.50823429019 -0.691490126356 -0.190518816887 -0.175293732045 0.0270757905311 -0.0220670645307 0.0208331659013 1.09201172058e-08 -0.0192863728301 0.495075411856 -0.621474527049 1.04700037345 -0.128584270934 0.0283276346557 0.0347337188738
14891647816 -0.214216885566 0.0208331373153 8.45937763423e-08 -1.39078863978 0.508234218302 -0.691490172791 -0.190518761839 -0.175294356376 0.0270753141797 -0.0220675919663 0.020833163689 4.07028698719e-08 -0.0192856207975 0.495075358584 -0.62147447692 1.04700033931 -0.12860203948 0.0283275266076 0.034736928402
14891647821 -0.30147921533 0.0208451771302 9.89771639291e-06 -1.39078805376 0.508234621274 -0.691490110116 -0.190519170791 -0.175295167995 0.0270744728587 -0.0220695296066 0.0208332602218 2.5761588315e-07 -0.0192849376053 0.495075518371 -0.621474398554 1.04700026876 -0.128619795241 0.0283271682305 0.0347401754562
14891647826 -0.373045905731 0.0208451771381 9.89770546756e-06 -1.39078805374 0.50823462152 -0.691490109635 -0.190519170858 -0.175295168182 0.0270744727523 -0.0220695295801 0.0208330696002 6.69476849435e-08 -0.0192842080679 0.495075399356 -0.621474340856 1.04700026946 -0.128636938949 0.0283271326993 0.0347432578027
14891647831 -0.457686880794 0.0208343048227 1.0361812085e-06 -1.39078837212 0.508234294009 -0.691490125338 -0.190518817561 -0.175293733319 0.0270757874166 -0.0220670651691 0.0208334049736 4.02268404567e-07 -0.0192833480525 0.495075513855 -0.621474271964 1.04700018081 -0.128656581321 0.0283268021668 0.034746851201
14891647836 -0.549438135183 0.0208331373159 8.45986134702e-08 -1.39078863958 0.508234218011 -0.691490172871 -0.190518761913 -0.175294355215 0.0270753129216 -0.0220675907557 0.0208331658675 1.63344547069e-07 -0.0192826916373 0.495074973187 -0.621474192017 1.04700033897 -0.128672394654 0.0283269645543 0.0347497161137
14891647841 -0.669542612836 0.0208451771303 9.89771973062e-06 -1.39078805389 0.508234621223 -0.691490110384 -0.190519170724 -0.175295168593 0.0270744706961 -0.02206953004 0.0208330687009 1.67008195164e-08 -0.0192818804361 0.495075032028 -0.621474130838 1.04700026941 -0.128690183885 0.028326796543 0.0347529242719
14891647846 -0.790031234698 0.0208343048266 1.03619422317e-06 -1.39078837259 0.508234289412 -0.691490127446 -0.190518816883 -0.175293730585 0.0270757892576 -0.0220670632892 0.0208330116968 4.07286265028e-08 -0.0192810916677 0.495074670572 -0.621474053116 1.04700033939 -0.128707906331 0.0283268749703 0.0347561433415
14891647851 -0.856395291311 0.0208343048271 1.03619479099e-06 -1.39078837271 0.508234289778 -0.691490127254 -0.190518816867 -0.175293731138 0.0270757897392 -0.0220670637768 0.0208330432295 1.6122705449e-07 -0.0192802767017 0.495074553635 -0.621473962361 1.04700033911 -0.128726914166 0.0283268183195 0.0347596061768
14891647856 -0.954304110148 0.0208451771707 9.89773677581e-06 -1.39078805296 0.508234621249 -0.691490110901 -0.190519170994 -0.175295169964 0.0270744694083 -0.0220695295746 0.0208331070742 1.04350628088e-07 -0.0192794249538 0.495074880573 -0.621473893912 1.0470001806 -0.128745325504 0.0283265061308 0.0347629583242
14891647863 -1.09638806801 0.0208331373167 8.46023183068e-08 -1.39078863988 0.508234220138 -0.691490172338 -0.190518762038 -0.175294355958 0.0270753134143 -0.0220675928672 0.0208332568682 1.30609776471e-07 -0.0192783075931 0.495074490137 -0.621473768092 1.04700026886 -0.128771280588 0.0283266149145 0.0347676880048
14891647868 -1.13555754584 0.0208343048267 1.03619710171e-06 -1.39078837284 0.508234289932 -0.691490127231 -0.190518816821 -0.175293731881 0.0270757903768 -0.0220670643778 0.0208331637115 4.07064331485e-08 -0.0192774271204 0.495074085728 -0.621473709241 1.04700033908 -0.128789661616 0.0283268486089 0.0347709971043
14891647873 -1.20631272085 0.0208331373169 8.46026815155e-08 -1.39078863972 0.508234220196 -0.691490171977 -0.190518762148 -0.175294355343 0.0270753121245 -0.022067592201 0.0208332602323 2.57629077388e-07 -0.0192766325689 0.495074162034 -0.621473626543 1.04700026863 -0.128807404702 0.0283266865698 0.0347742479359
14891647878 -1.32818402694 0.0208451771683 9.89772090666e-06 -1.39078805338 0.5082346235 -0.691490109265 -0.190519171138 -0.175295170967 0.0270744783683 -0.0220695304088 0.020833327807 3.2466112631e-07 -0.0192758212676 0.495074578876 -0.621473554123 1.04700007147 -0.128825173596 0.0283264895863 0.0347774848516
14891647884 -1.17747570985 0.0208331373161 8.45967560025e-08 -1.39078863903 0.508234221217 -0.691490171994 -0.190518762428 -0.175294357387 0.0270753112821 -0.0220675924003 0.0208330289737 2.62300948654e-08 -0.0192748551736 0.495074035841 -0.621473477206 1.04700018091 -0.128845456375 0.0283266310649 0.0347811406189
14891647889 -1.04591110986 0.0208343048208 1.03619538475e-06 -1.39078837317 0.508234292554 -0.691490125779 -0.19051881706 -0.175293731834 0.0270757910622 -0.0220670656769 0.0208330196083 1.69413735185e-08 -0.0192740138137 0.495073601066 -0.621473395666 1.04700026948 -0.128863823249 0.0283268219818 0.0347844606198
